"","Results.reception.time","MD5.hash.of.participant.s.IP.address","Controller.name","Order.number.of.item","Inner.element.number","Label","Latin.Square.Group","PennElementType","PennElementName","Parameter","Value","EventTime","Type","Correct","ReadingTime","Comments"
"163",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",1,0,"practice-trial","NULL","PennController","1","_Trial_","End","1719256005239","NULL","",NA,""
"164",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",2,0,"pre-experiment","NULL","PennController","2","_Trial_","Start","1719256005243","NULL","",NA,""
"165",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",2,0,"pre-experiment","NULL","PennController","2","_Trial_","End","1719256006027","NULL","",NA,""
"166",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",3,0,"trials","NULL","PennController","3","_Trial_","Start","1719256006030","normal","true",1362,"NULL"
"167",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",3,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719256006031","normal","true",1362,"NULL"
"168",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",3,0,"trials","NULL","Scale","answer","Choice","Right (J)","1719256007394","normal","true",1362,"NULL"
"169",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",3,0,"trials","NULL","PennController","3","_Trial_","End","1719256008400","normal","true",1362,"NULL"
"170",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",4,0,"trials","NULL","PennController","4","_Trial_","Start","1719256008403","colored","true",837,"NULL"
"171",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",4,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719256008405","colored","true",837,"NULL"
"172",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",4,0,"trials","NULL","Scale","answer","Choice","Left (F)","1719256009245","colored","true",837,"NULL"
"173",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",4,0,"trials","NULL","PennController","4","_Trial_","End","1719256010251","colored","true",837,"NULL"
"174",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",5,0,"trials","NULL","PennController","5","_Trial_","Start","1719256010255","normal","true",858,"NULL"
"175",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",5,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719256010255","normal","true",858,"NULL"
"176",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",5,0,"trials","NULL","Scale","answer","Choice","Left (F)","1719256011116","normal","true",858,"NULL"
"177",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",5,0,"trials","NULL","PennController","5","_Trial_","End","1719256012120","normal","true",858,"NULL"
"178",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",6,0,"trials","NULL","PennController","6","_Trial_","Start","1719256012123","normal","true",1314,"NULL"
"179",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",6,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719256012125","normal","true",1314,"NULL"
"180",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",6,0,"trials","NULL","Scale","answer","Choice","Right (J)","1719256013441","normal","true",1314,"NULL"
"181",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",6,0,"trials","NULL","PennController","6","_Trial_","End","1719256014447","normal","true",1314,"NULL"
"182",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",7,0,"trials","NULL","PennController","7","_Trial_","Start","1719256014450","colored","true",961,"NULL"
"183",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",7,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719256014451","colored","true",961,"NULL"
"184",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",7,0,"trials","NULL","Scale","answer","Choice","Left (F)","1719256015415","colored","true",961,"NULL"
"185",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",7,0,"trials","NULL","PennController","7","_Trial_","End","1719256016418","colored","true",961,"NULL"
"186",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",8,0,"trials","NULL","PennController","8","_Trial_","Start","1719256016421","colored","true",955,"NULL"
"187",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",8,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719256016422","colored","true",955,"NULL"
"188",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",8,0,"trials","NULL","Scale","answer","Choice","Right (J)","1719256017380","colored","true",955,"NULL"
"189",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",8,0,"trials","NULL","PennController","8","_Trial_","End","1719256018387","colored","true",955,"NULL"
"190",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",9,0,"trials","NULL","PennController","9","_Trial_","Start","1719256018389","normal","true",998,"NULL"
"191",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",9,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719256018391","normal","true",998,"NULL"
"192",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",9,0,"trials","NULL","Scale","answer","Choice","Right (J)","1719256019392","normal","true",998,"NULL"
"193",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",9,0,"trials","NULL","PennController","9","_Trial_","End","1719256020397","normal","true",998,"NULL"
"194",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",10,0,"trials","NULL","PennController","10","_Trial_","Start","1719256020400","colored","true",1198,"NULL"
"195",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",10,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719256020401","colored","true",1198,"NULL"
"196",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",10,0,"trials","NULL","Scale","answer","Choice","Left (F)","1719256021602","colored","true",1198,"NULL"
"197",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",10,0,"trials","NULL","PennController","10","_Trial_","End","1719256022608","colored","true",1198,"NULL"
"198",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",0,0,"instructions","NULL","PennController","0","_Trial_","Start","1719256026342","NULL","",NA,""
"199",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",0,0,"instructions","NULL","PennController","0","_Trial_","End","1719256027283","NULL","",NA,""
"200",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",1,0,"practice-trial","NULL","PennController","1","_Trial_","Start","1719256027285","NULL","",NA,""
"201",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",1,0,"practice-trial","NULL","Scale","practiceAnswer","Choice","Left (F)","1719256028706","NULL","",NA,""
"202",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",1,0,"practice-trial","NULL","PennController","1","_Trial_","End","1719256029714","NULL","",NA,""
"203",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",2,0,"pre-experiment","NULL","PennController","2","_Trial_","Start","1719256029717","NULL","",NA,""
"204",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",2,0,"pre-experiment","NULL","PennController","2","_Trial_","End","1719256031646","NULL","",NA,""
"205",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",3,0,"trials","NULL","PennController","3","_Trial_","Start","1719256031649","normal","true",947,"NULL"
"206",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",3,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719256031649","normal","true",947,"NULL"
"207",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",3,0,"trials","NULL","Scale","answer","Choice","Right (J)","1719256032598","normal","true",947,"NULL"
"208",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",3,0,"trials","NULL","PennController","3","_Trial_","End","1719256033602","normal","true",947,"NULL"
"209",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",4,0,"trials","NULL","PennController","4","_Trial_","Start","1719256033605","colored","true",907,"NULL"
"210",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",4,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719256033606","colored","true",907,"NULL"
"211",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",4,0,"trials","NULL","Scale","answer","Choice","Left (F)","1719256034516","colored","true",907,"NULL"
"212",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",4,0,"trials","NULL","PennController","4","_Trial_","End","1719256035522","colored","true",907,"NULL"
"213",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",5,0,"trials","NULL","PennController","5","_Trial_","Start","1719256035525","normal","true",949,"NULL"
"214",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",5,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719256035526","normal","true",949,"NULL"
"215",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",5,0,"trials","NULL","Scale","answer","Choice","Left (F)","1719256036478","normal","true",949,"NULL"
"216",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",5,0,"trials","NULL","PennController","5","_Trial_","End","1719256037483","normal","true",949,"NULL"
"217",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",6,0,"trials","NULL","PennController","6","_Trial_","Start","1719256037486","normal","true",761,"NULL"
"218",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",6,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719256037488","normal","true",761,"NULL"
"219",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",6,0,"trials","NULL","Scale","answer","Choice","Right (J)","1719256038250","normal","true",761,"NULL"
"220",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",6,0,"trials","NULL","PennController","6","_Trial_","End","1719256039256","normal","true",761,"NULL"
"221",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",7,0,"trials","NULL","PennController","7","_Trial_","Start","1719256039258","colored","true",872,"NULL"
"222",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",7,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719256039259","colored","true",872,"NULL"
"223",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",7,0,"trials","NULL","Scale","answer","Choice","Left (F)","1719256040131","colored","true",872,"NULL"
"224",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",7,0,"trials","NULL","PennController","7","_Trial_","End","1719256041138","colored","true",872,"NULL"
"225",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",8,0,"trials","NULL","PennController","8","_Trial_","Start","1719256041141","colored","true",1306,"NULL"
"226",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",8,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719256041142","colored","true",1306,"NULL"
"227",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",8,0,"trials","NULL","Scale","answer","Choice","Right (J)","1719256042451","colored","true",1306,"NULL"
"228",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",8,0,"trials","NULL","PennController","8","_Trial_","End","1719256043455","colored","true",1306,"NULL"
"229",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",9,0,"trials","NULL","PennController","9","_Trial_","Start","1719256043458","normal","true",2209,"NULL"
"230",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",9,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719256043460","normal","true",2209,"NULL"
"231",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",9,0,"trials","NULL","Scale","answer","Choice","Right (J)","1719256045670","normal","true",2209,"NULL"
"232",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",9,0,"trials","NULL","PennController","9","_Trial_","End","1719256046673","normal","true",2209,"NULL"
"233",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",10,0,"trials","NULL","PennController","10","_Trial_","Start","1719256046676","colored","true",985,"NULL"
"234",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",10,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719256046677","colored","true",985,"NULL"
"235",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",10,0,"trials","NULL","Scale","answer","Choice","Left (F)","1719256047664","colored","true",985,"NULL"
"236",1719256048,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",10,0,"trials","NULL","PennController","10","_Trial_","End","1719256048670","colored","true",985,"NULL"
